Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
2016-04-03,3,April,2016,22,Youth (<25),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,73,52,125
2014-03-08,8,March,2014,41,Adults (35-64),M,Germany,Hamburg,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,27,20,47
2014-03-08,8,March,2014,41,Adults (35-64),M,Germany,Hamburg,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,13,10,23
2016-03-08,8,March,2016,41,Adults (35-64),M,Germany,Hamburg,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,32,24,56
2016-03-08,8,March,2016,41,Adults (35-64),M,Germany,Hamburg,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,16,12,28
2013-11-12,12,November,2013,59,Adults (35-64),F,France,Hauts de Seine,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,56,42,98
2015-11-12,12,November,2015,59,Adults (35-64),F,France,Hauts de Seine,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,50,38,88
2014-03-06,6,March,2014,58,Adults (35-64),M,France,Nord,Accessories,Bottles and Cages,Mountain Bottle Cage,18,4,10,85,72,157
2014-03-06,6,March,2014,58,Adults (35-64),M,France,Nord,Accessories,Bottles and Cages,Mountain Bottle Cage,16,4,10,75,64,139
2016-03-06,6,March,2016,58,Adults (35-64),M,France,Nord,Accessories,Bottles and Cages,Mountain Bottle Cage,17,4,10,80,68,148
2016-03-06,6,March,2016,58,Adults (35-64),M,France,Nord,Accessories,Bottles and Cages,Mountain Bottle Cage,18,4,10,85,72,157
2013-11-08,8,November,2013,57,Adults (35-64),M,France,Hauts de Seine,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,29,22,51
2013-11-08,8,November,2013,57,Adults (35-64),M,France,Hauts de Seine,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,37,28,65
2015-11-08,8,November,2015,57,Adults (35-64),M,France,Hauts de Seine,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,24,18,42
2015-11-08,8,November,2015,57,Adults (35-64),M,France,Hauts de Seine,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,34,26,60
2014-03-05,5,March,2014,57,Adults (35-64),F,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,45,38,83
2014-03-05,5,March,2014,57,Adults (35-64),F,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,61,52,113
2016-03-05,5,March,2016,57,Adults (35-64),F,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,47,40,87
2016-03-05,5,March,2016,57,Adults (35-64),F,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,66,56,122
2013-12-12,12,December,2013,57,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,8,6,14
2013-12-12,12,December,2013,57,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,31,22,53
2015-12-12,12,December,2015,57,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,14,10,24
2015-12-12,12,December,2015,57,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,34,24,58
2013-12-03,3,December,2013,58,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,81,58,139
2013-12-03,3,December,2013,58,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,70,50,120
2015-12-03,3,December,2015,58,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,81,58,139
2015-12-03,3,December,2015,58,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,64,46,110
2014-03-01,1,March,2014,58,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,20,14,34
2014-03-01,1,March,2014,58,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,11,8,19
2016-03-01,1,March,2016,58,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,11,8,19
2016-03-01,1,March,2016,58,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,17,12,29
2014-04-15,15,April,2014,56,Adults (35-64),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Mountain Bottle Cage,13,4,10,55,52,107
2014-04-15,15,April,2014,56,Adults (35-64),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Mountain Bottle Cage,20,4,10,84,80,164
2016-04-15,15,April,2016,56,Adults (35-64),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Mountain Bottle Cage,12,4,10,50,48,98
2016-04-15,15,April,2016,56,Adults (35-64),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Mountain Bottle Cage,20,4,10,84,80,164
2013-09-15,15,September,2013,56,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,48,46,94
2013-09-15,15,September,2013,56,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,23,22,45
2015-09-15,15,September,2015,56,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,48,46,94
2015-09-15,15,September,2015,56,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,23,22,45
2014-04-07,7,April,2014,55,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,63,60,123
2014-04-07,7,April,2014,55,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,17,16,33
2016-04-07,7,April,2016,55,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,59,56,115
2016-04-07,7,April,2016,55,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,17,16,33
2014-03-15,15,March,2014,19,Youth (<25),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,53,54,107
2014-03-15,15,March,2014,19,Youth (<25),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,12,12,24
2016-03-15,15,March,2016,19,Youth (<25),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,55,56,111
2016-03-15,15,March,2016,19,Youth (<25),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,14,14,28
2014-04-19,19,April,2014,19,Youth (<25),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
2016-04-19,19,April,2016,19,Youth (<25),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,4,4,8
2014-04-20,20,April,2014,19,Youth (<25),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,12,12,24
2014-04-20,20,April,2014,19,Youth (<25),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,8,8,16
2016-04-20,20,April,2016,19,Youth (<25),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,6,6,12
2016-04-20,20,April,2016,19,Youth (<25),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,8,8,16
2014-02-08,8,February,2014,21,Youth (<25),M,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,18,4,10,85,72,157
2014-02-08,8,February,2014,21,Youth (<25),M,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,9,4,10,42,36,78
2016-02-08,8,February,2016,21,Youth (<25),M,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,16,4,10,75,64,139
2016-02-08,8,February,2016,21,Youth (<25),M,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,7,4,10,33,28,61
2014-04-05,5,April,2014,21,Youth (<25),M,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,20,4,10,94,80,174
2014-04-05,5,April,2014,21,Youth (<25),M,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,6,4,10,28,24,52
2016-04-05,5,April,2016,21,Youth (<25),M,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,20,4,10,94,80,174
2016-04-05,5,April,2016,21,Youth (<25),M,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,4,4,10,19,16,35
2014-04-12,12,April,2014,21,Youth (<25),M,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,15,4,10,71,60,131
2016-04-12,12,April,2016,21,Youth (<25),M,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,13,4,10,61,52,113
2014-05-25,25,May,2014,21,Youth (<25),M,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,18,4,10,85,72,157
2014-05-25,25,May,2014,21,Youth (<25),M,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,1,4,10,5,4,9
2016-05-25,25,May,2016,21,Youth (<25),M,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,15,4,10,71,60,131
2016-05-25,25,May,2016,21,Youth (<25),M,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,1,4,10,5,4,9
2014-06-28,28,June,2014,21,Youth (<25),M,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,25,4,10,118,100,218
2016-06-28,28,June,2016,21,Youth (<25),M,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,27,4,10,127,108,235
2014-02-06,6,February,2014,36,Adults (35-64),F,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,8,6,14
2014-02-06,6,February,2014,36,Adults (35-64),F,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,66,50,116
2016-02-06,6,February,2016,36,Adults (35-64),F,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,5,4,9
2016-02-06,6,February,2016,36,Adults (35-64),F,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,72,54,126
2014-03-11,11,March,2014,39,Adults (35-64),M,Germany,Brandenburg,Accessories,Bottles and Cages,Road Bottle Cage,10,3,9,59,30,89
2014-03-11,11,March,2014,39,Adults (35-64),M,Germany,Brandenburg,Accessories,Bottles and Cages,Road Bottle Cage,23,3,9,136,69,205
2016-03-11,11,March,2016,39,Adults (35-64),M,Germany,Brandenburg,Accessories,Bottles and Cages,Road Bottle Cage,9,3,9,53,27,80
2016-03-11,11,March,2016,39,Adults (35-64),M,Germany,Brandenburg,Accessories,Bottles and Cages,Road Bottle Cage,21,3,9,124,63,187
2013-11-26,26,November,2013,37,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,15,4,10,84,60,144
2013-11-26,26,November,2013,37,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,17,4,10,95,68,163
2015-11-26,26,November,2015,37,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,15,4,10,84,60,144
2015-11-26,26,November,2015,37,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,14,4,10,78,56,134
2014-01-07,7,January,2014,37,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,13,4,10,73,52,125
2014-01-07,7,January,2014,37,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,17,4,10,95,68,163
2016-01-07,7,January,2016,37,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,14,4,10,78,56,134
2016-01-07,7,January,2016,37,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,14,4,10,78,56,134
2014-03-01,1,March,2014,37,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,26,4,10,146,104,250
2014-03-01,1,March,2014,37,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,5,4,10,28,20,48
2016-03-01,1,March,2016,37,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,23,4,10,129,92,221
2016-03-01,1,March,2016,37,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,2,4,10,11,8,19
2014-03-03,3,March,2014,37,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,8,4,10,45,32,77
2014-03-03,3,March,2014,37,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,7,4,10,39,28,67
2016-03-03,3,March,2016,37,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,9,4,10,50,36,86
2016-03-03,3,March,2016,37,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,7,4,10,39,28,67
2014-03-16,16,March,2014,37,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,7,4,10,39,28,67
2014-03-16,16,March,2014,37,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,24,4,10,134,96,230
2016-03-16,16,March,2016,37,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,8,4,10,45,32,77
2016-03-16,16,March,2016,37,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,23,4,10,129,92,221
2014-04-21,21,April,2014,37,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,9,4,10,50,36,86
2014-04-21,21,April,2014,37,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,23,4,10,129,92,221
2016-04-21,21,April,2016,37,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,6,4,10,34,24,58
2016-04-21,21,April,2016,37,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,24,4,10,134,96,230
2014-06-29,29,June,2014,37,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,14,4,10,78,56,134
2014-06-29,29,June,2014,37,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,16,4,10,90,64,154
2016-06-29,29,June,2016,37,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,16,4,10,90,64,154
2016-06-29,29,June,2016,37,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,17,4,10,95,68,163
2013-12-01,1,December,2013,37,Adults (35-64),M,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,5,4,9
2013-12-01,1,December,2013,37,Adults (35-64),M,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,56,42,98
2015-12-01,1,December,2015,37,Adults (35-64),M,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,11,8,19
2015-12-01,1,December,2015,37,Adults (35-64),M,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,61,46,107
2013-11-13,13,November,2013,37,Adults (35-64),F,Germany,Saarland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
2015-11-13,13,November,2015,37,Adults (35-64),F,Germany,Saarland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
2013-09-15,15,September,2013,27,Young Adults (25-34),M,France,Yveline,Accessories,Bottles and Cages,Mountain Bottle Cage,11,4,10,40,44,84
2013-09-15,15,September,2013,27,Young Adults (25-34),M,France,Yveline,Accessories,Bottles and Cages,Mountain Bottle Cage,11,4,10,40,44,84
2015-09-15,15,September,2015,27,Young Adults (25-34),M,France,Yveline,Accessories,Bottles and Cages,Mountain Bottle Cage,13,4,10,47,52,99
2015-09-15,15,September,2015,27,Young Adults (25-34),M,France,Yveline,Accessories,Bottles and Cages,Mountain Bottle Cage,9,4,10,32,36,68
2014-04-23,23,April,2014,27,Young Adults (25-34),M,France,Yveline,Accessories,Bottles and Cages,Mountain Bottle Cage,5,4,10,18,20,38
2016-04-23,23,April,2016,27,Young Adults (25-34),M,France,Yveline,Accessories,Bottles and Cages,Mountain Bottle Cage,2,4,10,7,8,15
2014-06-25,25,June,2014,27,Young Adults (25-34),M,France,Yveline,Accessories,Bottles and Cages,Mountain Bottle Cage,16,4,10,58,64,122
2014-06-25,25,June,2014,27,Young Adults (25-34),M,France,Yveline,Accessories,Bottles and Cages,Mountain Bottle Cage,30,4,10,108,120,228
2016-06-25,25,June,2016,27,Young Adults (25-34),M,France,Yveline,Accessories,Bottles and Cages,Mountain Bottle Cage,13,4,10,47,52,99
2016-06-25,25,June,2016,27,Young Adults (25-34),M,France,Yveline,Accessories,Bottles and Cages,Mountain Bottle Cage,31,4,10,112,124,236
2014-04-22,22,April,2014,28,Young Adults (25-34),F,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,15,14,29
2014-04-22,22,April,2014,28,Young Adults (25-34),F,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,32,30,62
2016-04-22,22,April,2016,28,Young Adults (25-34),F,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,8,8,16
2016-04-22,22,April,2016,28,Young Adults (25-34),F,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,29,28,57
2014-05-17,17,May,2014,28,Young Adults (25-34),F,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,46,44,90
2014-05-17,17,May,2014,28,Young Adults (25-34),F,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,46,44,90
2016-05-17,17,May,2016,28,Young Adults (25-34),F,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,44,42,86
2016-05-17,17,May,2016,28,Young Adults (25-34),F,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,48,46,94
2014-05-21,21,May,2014,28,Young Adults (25-34),F,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,19,18,37
2014-05-21,21,May,2014,28,Young Adults (25-34),F,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,6,6,12
2016-05-21,21,May,2016,28,Young Adults (25-34),F,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,19,18,37
2016-05-21,21,May,2016,28,Young Adults (25-34),F,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,4,4,8
2014-03-25,25,March,2014,28,Young Adults (25-34),M,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,38,36,74
2014-03-25,25,March,2014,28,Young Adults (25-34),M,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,38,36,74
2016-03-25,25,March,2016,28,Young Adults (25-34),M,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,36,34,70
2016-03-25,25,March,2016,28,Young Adults (25-34),M,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,36,34,70
2014-03-07,7,March,2014,45,Adults (35-64),F,France,Garonne (Haute),Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,11,8,19
2014-03-07,7,March,2014,45,Adults (35-64),F,France,Garonne (Haute),Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,16,12,28
2016-03-07,7,March,2016,45,Adults (35-64),F,France,Garonne (Haute),Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,5,4,9
2016-03-07,7,March,2016,45,Adults (35-64),F,France,Garonne (Haute),Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,11,8,19
2014-01-08,8,January,2014,29,Young Adults (25-34),M,France,Garonne (Haute),Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,78,58,136
2014-01-08,8,January,2014,29,Young Adults (25-34),M,France,Garonne (Haute),Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,32,24,56
2016-01-08,8,January,2016,29,Young Adults (25-34),M,France,Garonne (Haute),Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,73,54,127
2016-01-08,8,January,2016,29,Young Adults (25-34),M,France,Garonne (Haute),Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,30,22,52
2013-12-19,19,December,2013,48,Adults (35-64),M,France,Hauts de Seine,Accessories,Bottles and Cages,Road Bottle Cage,27,3,9,145,81,226
2013-12-19,19,December,2013,48,Adults (35-64),M,France,Hauts de Seine,Accessories,Bottles and Cages,Road Bottle Cage,17,3,9,91,51,142
2015-12-19,19,December,2015,48,Adults (35-64),M,France,Hauts de Seine,Accessories,Bottles and Cages,Road Bottle Cage,29,3,9,156,87,243
2015-12-19,19,December,2015,48,Adults (35-64),M,France,Hauts de Seine,Accessories,Bottles and Cages,Road Bottle Cage,18,3,9,97,54,151
2014-06-02,2,June,2014,50,Adults (35-64),F,France,Loiret,Accessories,Bottles and Cages,Mountain Bottle Cage,14,4,10,69,56,125
2016-06-02,2,June,2016,50,Adults (35-64),F,France,Loiret,Accessories,Bottles and Cages,Mountain Bottle Cage,16,4,10,78,64,142
2013-10-02,2,October,2013,50,Adults (35-64),F,France,Val de Marne,Accessories,Bottles and Cages,Mountain Bottle Cage,3,4,10,12,12,24
2013-10-02,2,October,2013,50,Adults (35-64),F,France,Val de Marne,Accessories,Bottles and Cages,Mountain Bottle Cage,26,4,10,101,104,205
2015-10-02,2,October,2015,50,Adults (35-64),F,France,Val de Marne,Accessories,Bottles and Cages,Mountain Bottle Cage,2,4,10,8,8,16
2015-10-02,2,October,2015,50,Adults (35-64),F,France,Val de Marne,Accessories,Bottles and Cages,Mountain Bottle Cage,27,4,10,105,108,213
2014-06-14,14,June,2014,50,Adults (35-64),M,France,Seine (Paris),Accessories,Bottles and Cages,Mountain Bottle Cage,20,4,10,84,80,164
2014-06-14,14,June,2014,50,Adults (35-64),M,France,Seine (Paris),Accessories,Bottles and Cages,Mountain Bottle Cage,22,4,10,92,88,180
2016-06-14,14,June,2016,50,Adults (35-64),M,France,Seine (Paris),Accessories,Bottles and Cages,Mountain Bottle Cage,22,4,10,92,88,180
2016-06-14,14,June,2016,50,Adults (35-64),M,France,Seine (Paris),Accessories,Bottles and Cages,Mountain Bottle Cage,24,4,10,101,96,197
2014-05-20,20,May,2014,50,Adults (35-64),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,59,56,115
2014-05-20,20,May,2014,50,Adults (35-64),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,36,34,70
2016-05-20,20,May,2016,50,Adults (35-64),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,63,60,123
2016-05-20,20,May,2016,50,Adults (35-64),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,38,36,74
2013-10-30,30,October,2013,21,Youth (<25),F,Australia,Tasmania,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,55,54,109
2013-10-30,30,October,2013,21,Youth (<25),F,Australia,Tasmania,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,25,24,49
2015-10-30,30,October,2015,21,Youth (<25),F,Australia,Tasmania,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,49,48,97
2015-10-30,30,October,2015,21,Youth (<25),F,Australia,Tasmania,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,23,22,45
2013-11-17,17,November,2013,26,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,14,3,9,64,42,106
2013-11-17,17,November,2013,26,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,15,3,9,68,45,113
2015-11-17,17,November,2015,26,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,15,3,9,68,45,113
2015-11-17,17,November,2015,26,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,16,3,9,73,48,121
2013-11-22,22,November,2013,26,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,12,3,9,55,36,91
2013-11-22,22,November,2013,26,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,1,3,9,5,3,8
2015-11-22,22,November,2015,26,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,9,3,9,41,27,68
2015-11-22,22,November,2015,26,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,1,3,9,5,3,8
2014-04-17,17,April,2014,26,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,1,3,9,5,3,8
2016-04-17,17,April,2016,26,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,2,3,9,9,6,15
2013-08-16,16,August,2013,23,Youth (<25),M,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,35,30,65
2013-08-16,16,August,2013,23,Youth (<25),M,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,24,20,44
2015-08-16,16,August,2015,23,Youth (<25),M,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,28,24,52
2015-08-16,16,August,2015,23,Youth (<25),M,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,24,20,44
2014-05-09,9,May,2014,23,Youth (<25),F,France,Moselle,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,34,28,62
2016-05-09,9,May,2016,23,Youth (<25),F,France,Moselle,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,26,22,48
2014-05-15,15,May,2014,23,Youth (<25),F,France,Seine (Paris),Accessories,Bottles and Cages,Mountain Bottle Cage,27,4,10,113,108,221
2014-05-15,15,May,2014,23,Youth (<25),F,France,Seine (Paris),Accessories,Bottles and Cages,Mountain Bottle Cage,26,4,10,109,104,213
2016-05-15,15,May,2016,23,Youth (<25),F,France,Seine (Paris),Accessories,Bottles and Cages,Mountain Bottle Cage,25,4,10,105,100,205
